,FIRM GROWTH,ANNUAL SALES,INITIAL SALES,CREDIT ACCESS,_2015_a6b,,,,,,,,,,,,,,,,,,,,
,-33%,547000000,636000000,,2,,,,,,,,,,,,,,,,,,,,
,-18%,350000000,270000000,,2,,,,,,,,,,,,,,,,,,,,
,-8%,5400000000,6000000000,,2,,,,,,,,,,,,,,,,,,,,
,49%,80000000,85000000,,2,,,,,,,,,,,,,,,,,,,,
,-85%,20000000000,12000000000,,1,,,,,,,,,,,,,,,,,,,,
,0%,500000000,350000000,,1,,,,,,,,,,,,,,,,,,,,
,33%,6000000000,4500000000,,2,,,,,,,,,,,,,,,,,,,,
,25%,600000000,700000000,,2,,,,,,,,,,,,,,,,,,,,
,-17%,Don't know (spontaneous),Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,0%,3000000000,3000000000,,2,,,,,,,,,,,,,,,,,,,,
,-4%,684000000,515000000,,3,,,,,,,,,,,,,,,,,,,,
,135%,600000000,700000000,,1,,,,,,,,,,,,,,,,,,,,
,21%,1000000000,Does not apply,,2,,,,,,,,,,,,,,,,,,,,
,79%,10000000000,12000000000,,2,,,,,,,,,,,,,,,,,,,,
,22%,300000000,280000000,,2,,,,,,,,,,,,,,,,,,,,
,25%,2000000000,2000000000,,3,,,,,,,,,,,,,,,,,,,,
,20%,15000000000,10000000000,,3,,,,,,,,,,,,,,,,,,,,
,8%,700000000,650000000,,2,,,,,,,,,,,,,,,,,,,,
,-10%,190000000,170000000,,2,,,,,,,,,,,,,,,,,,,,
,-10%,360000000,500000000,,2,,,,,,,,,,,,,,,,,,,,
,-11%,1500000000,1300000000,,2,,,,,,,,,,,,,,,,,,,,
,-24%,200000000,200000000,,1,,,,,,,,,,,,,,,,,,,,
,-10%,11500000000,10000000000,,1,,,,,,,,,,,,,,,,,,,,
,-14%,36000000000,Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,9%,10000000000,13000000000,,2,,,,,,,,,,,,,,,,,,,,
,-25%,15700000000,13000000000,,2,,,,,,,,,,,,,,,,,,,,
,-37%,9300000000,9900000000,,3,,,,,,,,,,,,,,,,,,,,
,-17%,10000000000,10500000000,,3,,,,,,,,,,,,,,,,,,,,
,11%,3500000000,3200000000,,2,,,,,,,,,,,,,,,,,,,,
,25%,1295294000,2982458000,,2,,,,,,,,,,,,,,,,,,,,
,900%,539000000,1651500000,,2,,,,,,,,,,,,,,,,,,,,
,-10%,1800000000,1900000000,,1,,,,,,,,,,,,,,,,,,,,
,-35%,300000000,400000000,,2,,,,,,,,,,,,,,,,,,,,
,-32%,3600000000,3000000000,,2,,,,,,,,,,,,,,,,,,,,
,55%,1965500000,1625500000,,2,,,,,,,,,,,,,,,,,,,,
,7%,154000000,148000000,,2,,,,,,,,,,,,,,,,,,,,
,275%,144750000,73000000,,2,,,,,,,,,,,,,,,,,,,,
,14%,100000000,40000000,,1,,,,,,,,,,,,,,,,,,,,
,39%,32000000,15000000,,1,,,,,,,,,,,,,,,,,,,,
,12%,48247000,21900000,,2,,,,,,,,,,,,,,,,,,,,
,28%,8400000000,9500000000,,2,,,,,,,,,,,,,,,,,,,,
,-100%,24000000000,30000000000,,2,,,,,,,,,,,,,,,,,,,,
,-6%,60000000000,62000000000,,2,,,,,,,,,,,,,,,,,,,,
,-6%,1.5E+11,1.8E+11,,2,,,,,,,,,,,,,,,,,,,,
,7%,6E+12,8E+12,,2,,,,,,,,,,,,,,,,,,,,
,44%,20000000000,22000000000,,2,,,,,,,,,,,,,,,,,,,,
,-4%,14400000000,16000000000,,2,,,,,,,,,,,,,,,,,,,,
,100%,1.44E+11,1.5E+11,,2,,,,,,,,,,,,,,,,,,,,
,21%,13500000000,14000000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,3000000000,3200000000,,2,,,,,,,,,,,,,,,,,,,,
,21%,1800000000,1500000000,,1,,,,,,,,,,,,,,,,,,,,
,25%,7000000000,4000000000,,2,,,,,,,,,,,,,,,,,,,,
,-3%,13000000000,12000000000,,2,,,,,,,,,,,,,,,,,,,,
,43%,6000000000,6500000000,,2,,,,,,,,,,,,,,,,,,,,
,67%,62000000000,59000000000,,2,,,,,,,,,,,,,,,,,,,,
,-20%,7200000000,6500000000,,2,,,,,,,,,,,,,,,,,,,,
,-28%,3000000000,1600000000,,2,,,,,,,,,,,,,,,,,,,,
,20%,78000000000,80000000000,,2,,,,,,,,,,,,,,,,,,,,
,31%,11000000000,12000000000,,2,,,,,,,,,,,,,,,,,,,,
,-13%,84000000000,50000000000,,2,,,,,,,,,,,,,,,,,,,,
,19%,255000000,230000000,,2,,,,,,,,,,,,,,,,,,,,
,-6%,1187400000,1000000000,,2,,,,,,,,,,,,,,,,,,,,
,14%,429120000,450000000,,2,,,,,,,,,,,,,,,,,,,,
,-21%,95000000,108000000,,2,,,,,,,,,,,,,,,,,,,,
,17%,228000000,250000000,,2,,,,,,,,,,,,,,,,,,,,
,-18%,78600000,85000000,,2,,,,,,,,,,,,,,,,,,,,
,69%,84000000,96000000,,2,,,,,,,,,,,,,,,,,,,,
,11%,264000000,280000000,,2,,,,,,,,,,,,,,,,,,,,
,-19%,480000000,500000000,,2,,,,,,,,,,,,,,,,,,,,
,-21%,Don't know (spontaneous),Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,15%,120000000,140000000,,2,,,,,,,,,,,,,,,,,,,,
,5%,240000000,230000000,,2,,,,,,,,,,,,,,,,,,,,
,-38%,270450000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,100%,241000000,280000000,,2,,,,,,,,,,,,,,,,,,,,
,32%,87000000,90000000,,2,,,,,,,,,,,,,,,,,,,,
,-6%,156000000,160000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,89075000,90000000,,2,,,,,,,,,,,,,,,,,,,,
,38%,120000000,110000000,,3,,,,,,,,,,,,,,,,,,,,
,-7%,193000000,21000000,,3,,,,,,,,,,,,,,,,,,,,
,-7%,180000000,200000000,,3,,,,,,,,,,,,,,,,,,,,
,-22%,243240000,280000000,,3,,,,,,,,,,,,,,,,,,,,
,-20%,149000000,170000000,,3,,,,,,,,,,,,,,,,,,,,
,-13%,180000000,175000000,,3,,,,,,,,,,,,,,,,,,,,
,150%,84800000,90000000,,3,,,,,,,,,,,,,,,,,,,,
,-7%,89000000,88000000,,3,,,,,,,,,,,,,,,,,,,,
,39%,69800000,75000000,,3,,,,,,,,,,,,,,,,,,,,
,20%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,300%,3500000000,3500000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,3E+11,2E+11,,3,,,,,,,,,,,,,,,,,,,,
,11%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,841%,850000000,600000000,,3,,,,,,,,,,,,,,,,,,,,
,167%,2E+12,1.5E+12,,3,,,,,,,,,,,,,,,,,,,,
,187%,240000000,240000000,,3,,,,,,,,,,,,,,,,,,,,
,-19%,928000000,1100000000,,3,,,,,,,,,,,,,,,,,,,,
,200%,6200000000,4500000000,,3,,,,,,,,,,,,,,,,,,,,
,1100%,5000000000,4500000000,,3,,,,,,,,,,,,,,,,,,,,
,-32%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,33%,70000000,45000000,,3,,,,,,,,,,,,,,,,,,,,
,-39%,792000000,612000000,,3,,,,,,,,,,,,,,,,,,,,
,900%,1500000000,1200000000,,2,,,,,,,,,,,,,,,,,,,,
,15%,84000000,95000000,,3,,,,,,,,,,,,,,,,,,,,
,20%,240000000,250000000,,3,,,,,,,,,,,,,,,,,,,,
,-11%,37000000000,40000000000,,3,,,,,,,,,,,,,,,,,,,,
,-17%,500000000,700000000,,3,,,,,,,,,,,,,,,,,,,,
,300%,50000000,30000000,,3,,,,,,,,,,,,,,,,,,,,
,8%,86000000,95000000,,3,,,,,,,,,,,,,,,,,,,,
,-8%,310000000,250000000,,3,,,,,,,,,,,,,,,,,,,,
,46%,600000000,780000000,,3,,,,,,,,,,,,,,,,,,,,
,-21%,52000000,80000000,,3,,,,,,,,,,,,,,,,,,,,
,-11%,800000000,600000000,,3,,,,,,,,,,,,,,,,,,,,
,-18%,60000000,Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,39%,500000000,400000000,,3,,,,,,,,,,,,,,,,,,,,
,38%,182500000,150000000,,3,,,,,,,,,,,,,,,,,,,,
,14%,4000000000,3500000000,,3,,,,,,,,,,,,,,,,,,,,
,22%,150000000,180000000,,3,,,,,,,,,,,,,,,,,,,,
,46%,350000000,300000000,,3,,,,,,,,,,,,,,,,,,,,
,-57%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,3%,42000000000,64000000000,,3,,,,,,,,,,,,,,,,,,,,
,-30%,4750000000,4300000000,,3,,,,,,,,,,,,,,,,,,,,
,10%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,-28%,28000000000,Don't know (spontaneous),,1,,,,,,,,,,,,,,,,,,,,
,29%,40000000000,60000000000,,3,,,,,,,,,,,,,,,,,,,,
,-10%,9.23E+11,1.128E+12,,3,,,,,,,,,,,,,,,,,,,,
,130%,55000000000,60000000000,,1,,,,,,,,,,,,,,,,,,,,
,111%,2.814E+11,1.89E+11,,3,,,,,,,,,,,,,,,,,,,,
,5%,53000000000,3.59E+11,,3,,,,,,,,,,,,,,,,,,,,
,74%,2360000000,2365000000,,3,,,,,,,,,,,,,,,,,,,,
,-3%,40000000000,30000000000,,2,,,,,,,,,,,,,,,,,,,,
,48%,1.5E+11,1.2E+11,,3,,,,,,,,,,,,,,,,,,,,
,101%,1.2E+11,1.44E+11,,3,,,,,,,,,,,,,,,,,,,,
,-17%,1.3E+11,1.3E+11,,3,,,,,,,,,,,,,,,,,,,,
,20%,11000000000,11500000000,,3,,,,,,,,,,,,,,,,,,,,
,-7%,2E+11,85000000000,,2,,,,,,,,,,,,,,,,,,,,
,34%,51685000000,42750124000,,3,,,,,,,,,,,,,,,,,,,,
,83%,68000000000,38000000000,,3,,,,,,,,,,,,,,,,,,,,
,11%,2.4E+11,1.96E+11,,3,,,,,,,,,,,,,,,,,,,,
,0%,50000000000,40000000000,,3,,,,,,,,,,,,,,,,,,,,
,33%,54000000000,45000000000,,3,,,,,,,,,,,,,,,,,,,,
,82%,14000000000,13000000000,,3,,,,,,,,,,,,,,,,,,,,
,-80%,60000000000,67000000000,,3,,,,,,,,,,,,,,,,,,,,
,50%,3.75E+11,4.16E+11,,3,,,,,,,,,,,,,,,,,,,,
,980%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,36%,16000000000,18000000000,,3,,,,,,,,,,,,,,,,,,,,
,-42%,1126235000,1484057000,,3,,,,,,,,,,,,,,,,,,,,
,17%,900000000,1000000000,,3,,,,,,,,,,,,,,,,,,,,
,9%,Don't know (spontaneous),120000000,,2,,,,,,,,,,,,,,,,,,,,
,-14%,1200000000,1400000000,,3,,,,,,,,,,,,,,,,,,,,
,50%,1200000000,1100000000,,3,,,,,,,,,,,,,,,,,,,,
,15%,3000000000,4000000000,,3,,,,,,,,,,,,,,,,,,,,
,-12%,243000000,386000000,,3,,,,,,,,,,,,,,,,,,,,
,25%,1000000000,1200000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,1900000000,1718000000,,3,,,,,,,,,,,,,,,,,,,,
,-22%,1200000000,960000000,,3,,,,,,,,,,,,,,,,,,,,
,47%,8000000000,800000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),19000000000,,3,,,,,,,,,,,,,,,,,,,,
,25%,6100000000,6750000000,,3,,,,,,,,,,,,,,,,,,,,
,-7%,2200000000,3400000000,,3,,,,,,,,,,,,,,,,,,,,
,14%,3127412000,4600000000,,1,,,,,,,,,,,,,,,,,,,,
,0%,1700000000,1100000000,,3,,,,,,,,,,,,,,,,,,,,
,-16%,1870000000,1750000000,,3,,,,,,,,,,,,,,,,,,,,
,25%,90000000000,24000000000,,3,,,,,,,,,,,,,,,,,,,,
,13%,800000000,700000000,,2,,,,,,,,,,,,,,,,,,,,
,-10%,200000000,Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,-53%,580000000,417000000,,2,,,,,,,,,,,,,,,,,,,,
,-43%,576000000,514000000,,3,,,,,,,,,,,,,,,,,,,,
,33%,1920000000,1500000000,,2,,,,,,,,,,,,,,,,,,,,
,-25%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,20%,42000000,60000000000,,1,,,,,,,,,,,,,,,,,,,,
,-83%,68000000,72700000,,3,,,,,,,,,,,,,,,,,,,,
,93%,32000000,34000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,67200000,63000000,,3,,,,,,,,,,,,,,,,,,,,
,11%,144000000,100000000,,2,,,,,,,,,,,,,,,,,,,,
,222%,350000000,365000000,,2,,,,,,,,,,,,,,,,,,,,
,1329%,60000000,30000000,,3,,,,,,,,,,,,,,,,,,,,
,6%,Don't know (spontaneous),92000000,,2,,,,,,,,,,,,,,,,,,,,
,186%,168000000,139000000,,2,,,,,,,,,,,,,,,,,,,,
,8%,116000000,116000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,78000000,64500000,,3,,,,,,,,,,,,,,,,,,,,
,100%,30000000,24000000,,3,,,,,,,,,,,,,,,,,,,,
,500%,143000000,148000000,,3,,,,,,,,,,,,,,,,,,,,
,-38%,15400000,10800000,,3,,,,,,,,,,,,,,,,,,,,
,0%,24000000,14400000,,3,,,,,,,,,,,,,,,,,,,,
,-27%,720000000,900000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,413000000,571000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,85000000,71000000,,3,,,,,,,,,,,,,,,,,,,,
,125%,185000000,141000000,,3,,,,,,,,,,,,,,,,,,,,
,18%,185000000,212000000,,3,,,,,,,,,,,,,,,,,,,,
,-63%,120000000,100800000,,3,,,,,,,,,,,,,,,,,,,,
,39%,347000000,370000000,,3,,,,,,,,,,,,,,,,,,,,
,4%,490000000,429000000,,3,,,,,,,,,,,,,,,,,,,,
,35%,368000000,468000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,35000000,30000000,,3,,,,,,,,,,,,,,,,,,,,
,1086%,467500000,570000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,15099600000,Does not apply,,3,,,,,,,,,,,,,,,,,,,,
,40%,635000000,375000000,,3,,,,,,,,,,,,,,,,,,,,
,1150%,277600000,250000000,,3,,,,,,,,,,,,,,,,,,,,
,7%,282000000,350000000,,3,,,,,,,,,,,,,,,,,,,,
,100%,380000000,480000000,,3,,,,,,,,,,,,,,,,,,,,
,100%,180000000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,6567%,285000000,247000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,243000000,231000000,,3,,,,,,,,,,,,,,,,,,,,
,20%,300000000,480000000,,3,,,,,,,,,,,,,,,,,,,,
,17%,60000000,30000000,,3,,,,,,,,,,,,,,,,,,,,
,-39%,90000000,68000000,,3,,,,,,,,,,,,,,,,,,,,
,-50%,96000000,102000000,,3,,,,,,,,,,,,,,,,,,,,
,8%,200000000,200000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,69000000,50000000,,3,,,,,,,,,,,,,,,,,,,,
,-18%,292000000,314600000,,Micro,,,,,,,,,,,,,,,,,,,,
,7%,680000000,730000000,,Micro,,,,,,,,,,,,,,,,,,,,
,55%,440000000,564000000,,Micro,,,,,,,,,,,,,,,,,,,,
,0%,200000000,250000000,,3,,,,,,,,,,,,,,,,,,,,
,-1%,696000000,800000000,,3,,,,,,,,,,,,,,,,,,,,
,88%,120000000,48000000,,3,,,,,,,,,,,,,,,,,,,,
,24%,765800000,823000000,,3,,,,,,,,,,,,,,,,,,,,
,-17%,384000000,276000000,,3,,,,,,,,,,,,,,,,,,,,
,6%,385000000,320000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,2000000000,500000000,,3,,,,,,,,,,,,,,,,,,,,
,567%,72000000,72000000,,3,,,,,,,,,,,,,,,,,,,,
,1199900%,480000000,432000000,,3,,,,,,,,,,,,,,,,,,,,
,-36%,1971400000,209400000,,3,,,,,,,,,,,,,,,,,,,,
,103%,64000000,24000000,,3,,,,,,,,,,,,,,,,,,,,
,100%,140000000,48700000,,3,,,,,,,,,,,,,,,,,,,,
,78%,172800000,213500000,,3,,,,,,,,,,,,,,,,,,,,
,766%,6000000000,2000000000,,3,,,,,,,,,,,,,,,,,,,,
,133%,360000000,30000000,,3,,,,,,,,,,,,,,,,,,,,
,-71%,276000000,403200000,,3,,,,,,,,,,,,,,,,,,,,
,-18%,800000000,600000000,,3,,,,,,,,,,,,,,,,,,,,
,-14%,348000000,569000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,600000000,60000000,,2,,,,,,,,,,,,,,,,,,,,
,671%,46800000,40800000,,3,,,,,,,,,,,,,,,,,,,,
,33%,480000000,400000000,,2,,,,,,,,,,,,,,,,,,,,
,15%,80000000,90000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,240000000,288000000,,3,,,,,,,,,,,,,,,,,,,,
,32%,6000000000,1500000000,,2,,,,,,,,,,,,,,,,,,,,
,29%,200000000,186000000,,3,,,,,,,,,,,,,,,,,,,,
,250%,98550000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,13900%,60000000,65000000,,2,,,,,,,,,,,,,,,,,,,,
,300%,240000000,Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,33%,70000000,48000000,,3,,,,,,,,,,,,,,,,,,,,
,-4%,550000000,700000000,,3,,,,,,,,,,,,,,,,,,,,
,34%,960000000,1080000000,,3,,,,,,,,,,,,,,,,,,,,
,15%,128000000,156000000,,3,,,,,,,,,,,,,,,,,,,,
,19%,332000000,239000000,,3,,,,,,,,,,,,,,,,,,,,
,25%,98000000,71000000,,3,,,,,,,,,,,,,,,,,,,,
,7%,400000000,350000000,,3,,,,,,,,,,,,,,,,,,,,
,18%,240000000,196000000,,2,,,,,,,,,,,,,,,,,,,,
,25%,317500000,218000000,,2,,,,,,,,,,,,,,,,,,,,
,6%,432000000,Does not apply,,3,,,,,,,,,,,,,,,,,,,,
,50%,45000000,105000000,,2,,,,,,,,,,,,,,,,,,,,
,-10%,46800000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,67%,150000000,145000000,,2,,,,,,,,,,,,,,,,,,,,
,11%,70000000,100000000,,3,,,,,,,,,,,,,,,,,,,,
,33%,55000000,50000000,,3,,,,,,,,,,,,,,,,,,,,
,-63%,36000000,50000000,,2,,,,,,,,,,,,,,,,,,,,
,4%,36000000,28000000,,3,,,,,,,,,,,,,,,,,,,,
,18%,72000000,Does not apply,,1,,,,,,,,,,,,,,,,,,,,
,30%,54000000,60000000,,3,,,,,,,,,,,,,,,,,,,,
,11%,115000000,50000000,,3,,,,,,,,,,,,,,,,,,,,
,-12%,38000000,18000000,,3,,,,,,,,,,,,,,,,,,,,
,-50%,184000000,176000000,,2,,,,,,,,,,,,,,,,,,,,
,900%,68000000,39000000,,3,,,,,,,,,,,,,,,,,,,,
,20%,120000000,124000000,,3,,,,,,,,,,,,,,,,,,,,
,20%,360000000,244000000,,3,,,,,,,,,,,,,,,,,,,,
,49%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,20%,3.375E+11,1.675E+11,,2,,,,,,,,,,,,,,,,,,,,
,0%,235200000,Refusal (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,-24%,Don't know (spontaneous),Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,20%,10000000000,12000000000,,2,,,,,,,,,,,,,,,,,,,,
,32%,36000000000,30000000000,,2,,,,,,,,,,,,,,,,,,,,
,34%,14000000000,15000000000,,2,,,,,,,,,,,,,,,,,,,,
,25%,37400000000,28000000000,,3,,,,,,,,,,,,,,,,,,,,
,13%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,27%,Don't know (spontaneous),Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,20%,15000000000,8186000000,,2,,,,,,,,,,,,,,,,,,,,
,43%,1E+11,90000000000,,3,,,,,,,,,,,,,,,,,,,,
,116%,4000000000,4000000000,,1,,,,,,,,,,,,,,,,,,,,
,50%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,45%,40000000000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,-50%,36000000000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,50%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,0%,3600000000,2700000000,,2,,,,,,,,,,,,,,,,,,,,
,-90%,1965000000,1080000000,,1,,,,,,,,,,,,,,,,,,,,
,28%,Don't know (spontaneous),Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,4186%,Don't know (spontaneous),60000000,,2,,,,,,,,,,,,,,,,,,,,
,67%,432000000,2160000000,,2,,,,,,,,,,,,,,,,,,,,
,0%,900000000,600000000,,2,,,,,,,,,,,,,,,,,,,,
,-93%,324000000,30000000,,2,,,,,,,,,,,,,,,,,,,,
,50%,136000000,100000000,,3,,,,,,,,,,,,,,,,,,,,
,1363%,700000000,1200000000,,3,,,,,,,,,,,,,,,,,,,,
,7%,350000000,300000000,,3,,,,,,,,,,,,,,,,,,,,
,-20%,120000000,110000000,,3,,,,,,,,,,,,,,,,,,,,
,-11%,180000000,210000000,,3,,,,,,,,,,,,,,,,,,,,
,12400%,1500000000,1000000000,,3,,,,,,,,,,,,,,,,,,,,
,56%,3000000000,2600000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,2200000000,2500000000,,3,,,,,,,,,,,,,,,,,,,,
,59%,5000000000,4000000000,,3,,,,,,,,,,,,,,,,,,,,
,17%,180000000,Does not apply,,3,,,,,,,,,,,,,,,,,,,,
,0%,1000000000,1000000000,,3,,,,,,,,,,,,,,,,,,,,
,-17%,390000000,500000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,Don't know (spontaneous),240000000,,3,,,,,,,,,,,,,,,,,,,,
,-19%,11000000000,7500000000,,3,,,,,,,,,,,,,,,,,,,,
,30%,1000000000,Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,75%,300000000,300000000,,3,,,,,,,,,,,,,,,,,,,,
,47%,2400000000,1920000000,,3,,,,,,,,,,,,,,,,,,,,
,18%,720000000,Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,0%,17600000000,19000000000,,3,,,,,,,,,,,,,,,,,,,,
,9%,8000000000,7000000000,,3,,,,,,,,,,,,,,,,,,,,
,47%,20000000000,20000000000,,3,,,,,,,,,,,,,,,,,,,,
,46%,1007000000,1200000000,,3,,,,,,,,,,,,,,,,,,,,
,21%,1623000000,1300000000,,2,,,,,,,,,,,,,,,,,,,,
,35%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,0%,1700000000,1500000000,,3,,,,,,,,,,,,,,,,,,,,
,-33%,Don't know (spontaneous),360000000,,3,,,,,,,,,,,,,,,,,,,,
,79%,1080000000,1200000000,,3,,,,,,,,,,,,,,,,,,,,
,2300%,84000000,180000000,,3,,,,,,,,,,,,,,,,,,,,
,-100%,4000000000,7000000000,,3,,,,,,,,,,,,,,,,,,,,
,100%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,39%,21600000,16200000,,2,,,,,,,,,,,,,,,,,,,,
,0%,27000000,36000000,,3,,,,,,,,,,,,,,,,,,,,
,-25%,24000000,20000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,30000000,180000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,10800000,5600000,,3,,,,,,,,,,,,,,,,,,,,
,60%,284800000,285000000,,3,,,,,,,,,,,,,,,,,,,,
,0%,8000000,7200000,,3,,,,,,,,,,,,,,,,,,,,
,33%,29000000,9000000,,3,,,,,,,,,,,,,,,,,,,,
,50%,25000000,1750000,,2,,,,,,,,,,,,,,,,,,,,
,23%,18300000,17200000,,3,,,,,,,,,,,,,,,,,,,,
,150%,200000000,70000000,,2,,,,,,,,,,,,,,,,,,,,
,43%,54000000,50000000,,3,,,,,,,,,,,,,,,,,,,,
,50%,Don't know (spontaneous),Don't know (spontaneous),,3,,,,,,,,,,,,,,,,,,,,
,-62%,480000,480000,,3,,,,,,,,,,,,,,,,,,,,
,-9%,1800000,900000,,3,,,,,,,,,,,,,,,,,,,,
,50%,24000000,Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,33%,710400000,118400000,,3,,,,,,,,,,,,,,,,,,,,
,263%,3000000,4800000,,3,,,,,,,,,,,,,,,,,,,,
,-22%,18000000,18000000,,3,,,,,,,,,,,,,,,,,,,,
,88%,75000000,Does not apply,,3,,,,,,,,,,,,,,,,,,,,
,100%,8760000,12000000,,3,,,,,,,,,,,,,,,,,,,,
,19%,Don't know (spontaneous),Don't know (spontaneous),,2,,,,,,,,,,,,,,,,,,,,
,-14%,24000000,24000000,,2,,,,,,,,,,,,,,,,,,,,
,17%,Don't know (spontaneous),468000000,,3,,,,,,,,,,,,,,,,,,,,
,14%,Don't know (spontaneous),7200000,,3,,,,,,,,,,,,,,,,,,,,
,33%,144000000,144000000,,3,,,,,,,,,,,,,,,,,,,,
,27%,1800000,800000,,3,,,,,,,,,,,,,,,,,,,,
,-9%,200000000,170000000,,3,,,,,,,,,,,,,,,,,,,,
,-9%,3900000,10680000,,3,,,,,,,,,,,,,,,,,,,,
,-27%,300000000,216000000,,3,,,,,,,,,,,,,,,,,,,,
,33%,30000000,28800000,,3,,,,,,,,,,,,,,,,,,,,
,900%,81000000,60000000,,3,,,,,,,,,,,,,,,,,,,,
,-20%,144000,144000,,3,,,,,,,,,,,,,,,,,,,,
,-40%,115000000,9700000,,3,,,,,,,,,,,,,,,,,,,,
,11%,3000000,3000000,,3,,,,,,,,,,,,,,,,,,,,
,-20%,20160000,14400000,,3,,,,,,,,,,,,,,,,,,,,
,28%,60000000,4800000,,2,,,,,,,,,,,,,,,,,,,,
,85%,150000000,140000000,,3,,,,,,,,,,,,,,,,,,,,
,25%,14400000,7200000,,1,,,,,,,,,,,,,,,,,,,,
,-100%,125000000,Does not apply,,3,,,,,,,,,,,,,,,,,,,,
,178%,24000000,12000000,,3,,,,,,,,,,,,,,,,,,,,
,500%,Don't know (spontaneous),7300000,,,,,,,,,,,,,,,,,,,,,,
,-28%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,173%,60000000,900000,,,,,,,,,,,,,,,,,,,,,,
,17%,50000000,50000000,,,,,,,,,,,,,,,,,,,,,,
,136%,33600000,28000000,,,,,,,,,,,,,,,,,,,,,,
,25%,10000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-50%,154000000,132000000,,,,,,,,,,,,,,,,,,,,,,
,92%,130000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-92%,1520000,2500000,,,,,,,,,,,,,,,,,,,,,,
,139%,Don't know (spontaneous),43000000,,,,,,,,,,,,,,,,,,,,,,
,56%,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,-33%,600000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,35%,270000000,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,3%,27000000,25000000,,,,,,,,,,,,,,,,,,,,,,
